sales_date,price,type,bedrooms
2016-11-24 0:00,580000,house,4
2016-11-24 0:00,628000,house,3
2016-11-24 0:00,750000,house,3
2016-11-24 0:00,843000,house,4
2016-11-26 0:00,375000,house,2
2016-11-26 0:00,429000,house,3
2016-11-26 0:00,450000,house,3
2016-11-26 0:00,479500,house,3
2016-11-26 0:00,595000,house,3
2016-11-26 0:00,603000,house,3
2016-11-26 0:00,645000,house,5
2016-11-26 0:00,735000,house,4
2016-11-26 0:00,800000,house,4
2016-11-26 0:00,1300000,house,4
2016-11-27 0:00,388000,house,3
2016-11-27 0:00,400000,house,3
2016-11-27 0:00,425199,house,2
2016-11-27 0:00,435000,house,3
2016-11-27 0:00,439000,house,3
2016-11-27 0:00,445000,house,3
2016-11-27 0:00,455000,house,3
2016-11-27 0:00,540000,house,4
2016-11-27 0:00,545000,house,3
2016-11-27 0:00,595000,house,3
2016-11-27 0:00,615000,house,4
2016-11-27 0:00,665000,house,4
2016-11-28 0:00,313000,house,2
2016-11-28 0:00,545000,house,4
2016-11-28 0:00,575000,house,4
2016-11-28 0:00,591000,house,4
2016-11-28 0:00,619000,house,3
2016-11-28 0:00,766000,house,3
2016-11-29 0:00,470000,house,3
2016-11-29 0:00,525000,house,4
2016-11-29 0:00,905000,house,4
2016-11-30 0:00,483500,house,3
2016-11-30 0:00,552000,house,4
2016-11-30 0:00,610000,house,4
2016-11-30 0:00,645000,house,4
2016-11-30 0:00,690000,house,3
2016-11-30 0:00,725000,house,5
2016-12-01 0:00,366000,house,2
2016-12-01 0:00,400000,house,4
2016-12-01 0:00,431000,house,3
2016-12-01 0:00,770000,house,5
2016-12-01 0:00,790000,house,4
2016-12-01 0:00,845000,house,5
2016-12-01 0:00,900000,house,3
2016-12-01 0:00,901000,house,4
2016-12-03 0:00,365000,house,3
2016-12-03 0:00,458000,house,3
2016-12-03 0:00,485000,house,4
2016-12-03 0:00,487500,house,3
2016-12-03 0:00,500000,house,4
2016-12-03 0:00,570000,house,4
2016-12-03 0:00,591000,house,5
2016-12-03 0:00,635000,house,4
2016-12-03 0:00,708000,house,4
2016-12-03 0:00,850000,house,2
2016-12-03 0:00,1425000,house,4
2016-12-04 0:00,440000,house,3
2016-12-04 0:00,460000,house,3
2016-12-04 0:00,500000,house,4
2016-12-04 0:00,620000,house,5
2016-12-04 0:00,620000,house,4
2016-12-04 0:00,825000,house,4
2016-12-04 0:00,1300000,house,4
2016-12-05 0:00,357500,house,3
2016-12-05 0:00,470000,house,2
2016-12-05 0:00,493000,house,3
2016-12-05 0:00,675000,house,3
2016-12-05 0:00,800000,house,4
2016-12-06 0:00,400000,house,3
2016-12-06 0:00,410000,house,3
2016-12-06 0:00,532750,house,4
2016-12-06 0:00,880000,house,3
2016-12-06 0:00,1030000,house,4
2016-12-06 0:00,1050000,house,5
2016-12-07 0:00,390000,house,3
2016-12-07 0:00,460000,house,4
2016-12-07 0:00,545000,house,4
2016-12-07 0:00,562500,house,4
2016-12-07 0:00,605000,house,5
2016-12-07 0:00,640000,house,3
2016-12-07 0:00,1650000,house,4
2016-12-08 0:00,530000,house,4
2016-12-08 0:00,580000,house,4
2016-12-08 0:00,735000,house,3
2016-12-08 0:00,975000,house,4
2016-12-08 0:00,1020000,house,5
2016-12-10 0:00,431000,house,3
2016-12-10 0:00,432000,house,3
2016-12-10 0:00,480000,house,4
2016-12-10 0:00,480000,house,3
2016-12-10 0:00,532000,house,4
2016-12-10 0:00,590000,house,3
2016-12-10 0:00,671000,house,3
2016-12-11 0:00,361000,house,3
2016-12-11 0:00,399000,house,3
2016-12-11 0:00,410000,house,3
2016-12-11 0:00,425000,house,4
2016-12-11 0:00,458500,house,3
2016-12-11 0:00,480000,house,3
2016-12-11 0:00,500000,house,4
2016-12-11 0:00,560000,house,5
2016-12-11 0:00,587000,house,4
2016-12-11 0:00,600000,house,4
2016-12-11 0:00,602000,house,3
2016-12-11 0:00,730000,house,3
2016-12-11 0:00,960000,house,5
2016-12-11 0:00,1040000,house,4
2016-12-11 0:00,1575000,house,5
2016-12-12 0:00,365000,house,3
2016-12-12 0:00,520000,house,3
2016-12-13 0:00,405500,house,3
2016-12-13 0:00,440000,house,3
2016-12-13 0:00,490000,house,4
2016-12-14 0:00,465000,house,3
2016-12-14 0:00,474000,house,3
2016-12-14 0:00,550000,house,4
2016-12-14 0:00,640000,house,4
2016-12-14 0:00,640000,house,4
2016-12-14 0:00,815000,house,3
2016-12-14 0:00,1530000,house,4
2016-12-15 0:00,380000,house,3
2016-12-15 0:00,390000,house,3
2016-12-15 0:00,468000,house,4
2016-12-15 0:00,605000,house,4
2016-12-15 0:00,700000,house,4
2016-12-17 0:00,475000,house,3
2016-12-17 0:00,510000,house,4
2016-12-17 0:00,640000,house,4
2016-12-17 0:00,842500,house,5
2016-12-17 0:00,925000,house,4
2016-12-18 0:00,540000,house,4
2016-12-18 0:00,550000,house,4
2016-12-18 0:00,655000,house,5
2016-12-18 0:00,680000,house,5
2016-12-18 0:00,760000,house,3
2016-12-18 0:00,1075000,house,4
2016-12-19 0:00,395000,house,3
2016-12-19 0:00,400000,house,3
2016-12-19 0:00,400000,house,3
2016-12-19 0:00,465500,house,3
2016-12-19 0:00,535000,house,4
2016-12-19 0:00,580000,house,4
2016-12-19 0:00,605000,house,4
2016-12-19 0:00,620000,house,4
2016-12-19 0:00,665000,house,5
2016-12-19 0:00,706000,house,5
2016-12-20 0:00,495000,house,3
2016-12-20 0:00,517000,house,3
2016-12-20 0:00,520000,house,4
2016-12-20 0:00,543000,house,4
2016-12-20 0:00,580000,house,4
2016-12-20 0:00,590000,house,4
2016-12-20 0:00,612000,house,4
2016-12-20 0:00,665000,house,3
2016-12-21 0:00,353000,house,2
2016-12-21 0:00,375000,house,3
2016-12-21 0:00,437000,house,3
2016-12-21 0:00,443000,house,3
2016-12-21 0:00,453500,house,4
2016-12-21 0:00,473000,house,4
2016-12-21 0:00,500000,house,4
2016-12-21 0:00,502000,house,3
2016-12-21 0:00,525000,house,5
2016-12-21 0:00,526000,house,3
2016-12-21 0:00,550000,house,3
2016-12-21 0:00,572000,house,4
2016-12-21 0:00,580000,house,3
2016-12-21 0:00,610000,house,4
2016-12-21 0:00,640000,house,4
2016-12-21 0:00,830000,house,4
2016-12-21 0:00,922000,house,4
2016-12-23 0:00,510000,house,3
2016-12-28 0:00,477000,house,4
2017-01-02 0:00,615000,house,4
2017-01-03 0:00,582500,house,4
2017-01-04 0:00,475000,house,3
2017-01-04 0:00,630000,house,4
2017-01-07 0:00,398000,house,3
2017-01-07 0:00,445000,house,3
2017-01-07 0:00,477000,house,3
2017-01-07 0:00,635000,house,4
2017-01-08 0:00,410000,house,3
2017-01-08 0:00,412000,house,3
2017-01-08 0:00,445000,house,3
2017-01-08 0:00,500000,house,4
2017-01-08 0:00,733000,house,3
2017-01-09 0:00,347500,house,3
2017-01-09 0:00,407000,house,3
2017-01-09 0:00,655000,house,4
2017-01-09 0:00,667000,house,3
2017-01-10 0:00,384000,house,3
2017-01-10 0:00,580000,house,5
2017-01-10 0:00,612000,house,4
2017-01-11 0:00,376000,house,3
2017-01-11 0:00,559000,house,4
2017-01-11 0:00,601000,house,4
2017-01-12 0:00,550000,house,4
2017-01-14 0:00,415000,house,3
2017-01-14 0:00,468000,house,3
2017-01-14 0:00,480000,house,3
2017-01-14 0:00,522500,house,4
2017-01-14 0:00,725000,house,5
2017-01-14 0:00,1510000,house,4
2017-01-15 0:00,350000,house,3
2017-01-15 0:00,455000,house,3
2017-01-15 0:00,486000,house,4
2017-01-15 0:00,490000,house,2
2017-01-15 0:00,580000,house,4
2017-01-15 0:00,735000,house,3
2017-01-16 0:00,462000,house,3
2017-01-16 0:00,465000,house,3
2017-01-16 0:00,601600,house,4
2017-01-16 0:00,602500,house,4
2017-01-16 0:00,680000,house,3
2017-01-17 0:00,407500,house,3
2017-01-17 0:00,500000,house,4
2017-01-17 0:00,670000,house,3
2017-01-18 0:00,449950,house,3
2017-01-18 0:00,453777,house,3
2017-01-18 0:00,468000,house,3
2017-01-18 0:00,550000,house,3
2017-01-18 0:00,630000,house,4
2017-01-18 0:00,633500,house,3
2017-01-18 0:00,880000,house,4
2017-01-21 0:00,385000,house,4
2017-01-21 0:00,395000,house,3
2017-01-21 0:00,417000,house,3
2017-01-21 0:00,430000,house,3
2017-01-21 0:00,472500,house,3
2017-01-21 0:00,505000,house,4
2017-01-21 0:00,534000,house,4
2017-01-21 0:00,614000,house,3
2017-01-22 0:00,440000,house,3
2017-01-22 0:00,470000,house,4
2017-01-22 0:00,475000,house,3
2017-01-22 0:00,780000,house,4
2017-01-23 0:00,400000,house,4
2017-01-23 0:00,440000,house,3
2017-01-23 0:00,585000,house,3
2017-01-23 0:00,590000,house,4
2017-01-23 0:00,646000,house,4
2017-01-23 0:00,835000,house,3
2017-01-24 0:00,455000,house,3
2017-01-24 0:00,463500,house,3
2017-01-24 0:00,607500,house,4
2017-01-24 0:00,735000,house,3
2017-01-25 0:00,435000,house,3
2017-01-25 0:00,443000,house,3
2017-01-25 0:00,482500,house,3
2017-01-25 0:00,509950,house,4
2017-01-25 0:00,520000,house,4
2017-01-25 0:00,548000,house,4
2017-01-25 0:00,645000,house,4
2017-01-27 0:00,915000,house,5
2017-01-29 0:00,447777,house,3
2017-01-29 0:00,460000,house,4
2017-01-29 0:00,549000,house,3
2017-01-30 0:00,410000,house,3
2017-01-30 0:00,445000,house,3
2017-01-30 0:00,499000,house,4
2017-01-30 0:00,595000,house,4
2017-01-30 0:00,717000,house,4
2017-01-30 0:00,740000,house,4
2017-01-31 0:00,241000,house,1
2017-01-31 0:00,373000,house,2
2017-01-31 0:00,520000,house,4
2017-01-31 0:00,1050000,house,5
2017-02-01 0:00,386000,house,3
2017-02-01 0:00,440000,house,3
2017-02-01 0:00,450000,house,3
2017-02-01 0:00,481000,house,3
2017-02-01 0:00,540000,house,4
2017-02-01 0:00,560000,house,4
2017-02-01 0:00,575000,house,4
2017-02-02 0:00,615000,house,3
2017-02-02 0:00,840000,house,0
2017-02-02 0:00,927500,house,5
2017-02-04 0:00,453000,house,3
2017-02-04 0:00,510000,house,3
2017-02-04 0:00,535000,house,4
2017-02-04 0:00,615000,house,4
2017-02-05 0:00,374000,house,3
2017-02-05 0:00,445000,house,3
2017-02-05 0:00,487000,house,3
2017-02-05 0:00,520000,house,4
2017-02-06 0:00,402525,house,2
2017-02-06 0:00,427000,house,3
2017-02-06 0:00,478000,house,4
2017-02-06 0:00,490000,house,0
2017-02-06 0:00,529000,house,3
2017-02-06 0:00,540000,house,4
2017-02-06 0:00,570000,house,4
2017-02-06 0:00,646000,house,5
2017-02-06 0:00,685000,house,3
2017-02-06 0:00,805000,house,4
2017-02-07 0:00,396000,house,2
2017-02-07 0:00,416000,house,4
2017-02-07 0:00,418000,house,3
2017-02-07 0:00,445000,house,3
2017-02-07 0:00,460000,house,3
2017-02-07 0:00,620000,house,3
2017-02-08 0:00,400000,house,3
2017-02-08 0:00,408200,house,3
2017-02-08 0:00,439000,house,3
2017-02-08 0:00,449950,house,3
2017-02-08 0:00,455000,house,3
2017-02-08 0:00,505000,house,4
2017-02-08 0:00,655000,house,3
2017-02-08 0:00,870000,house,4
2017-02-09 0:00,725000,house,5
2017-02-11 0:00,415000,house,3
2017-02-11 0:00,505000,house,4
2017-02-12 0:00,395000,house,3
2017-02-12 0:00,566250,house,4
2017-02-13 0:00,562000,house,4
2017-02-14 0:00,422500,house,3
2017-02-14 0:00,425000,house,4
2017-02-14 0:00,457000,house,3
2017-02-15 0:00,507000,house,4
2017-02-15 0:00,540000,house,4
2017-02-15 0:00,555200,house,3
2017-02-15 0:00,560000,house,4
2017-02-15 0:00,565000,house,4
2017-02-15 0:00,585000,house,3
2017-02-15 0:00,685000,house,5
2017-02-15 0:00,843000,house,3
2017-02-16 0:00,135000,house,2
2017-02-16 0:00,625000,house,4
2017-02-16 0:00,667500,house,4
2017-02-17 0:00,1005000,house,4
2017-02-18 0:00,459000,house,3
2017-02-18 0:00,460000,house,3
2017-02-18 0:00,460000,house,3
2017-02-18 0:00,497550,house,3
2017-02-18 0:00,530000,house,4
2017-02-18 0:00,600000,house,4
2017-02-19 0:00,417000,house,3
2017-02-19 0:00,440000,house,3
2017-02-19 0:00,460000,house,3
2017-02-20 0:00,476000,house,4
2017-02-20 0:00,518000,house,4
2017-02-20 0:00,545000,house,3
2017-02-20 0:00,560000,house,5
2017-02-20 0:00,565000,house,4
2017-02-20 0:00,740000,house,4
2017-02-20 0:00,820500,house,3
2017-02-21 0:00,370000,house,3
2017-02-21 0:00,430000,house,3
2017-02-21 0:00,459000,house,3
2017-02-21 0:00,480000,house,4
2017-02-21 0:00,514988,house,4
2017-02-21 0:00,535000,house,4
2017-02-21 0:00,577500,house,3
2017-02-21 0:00,580000,house,4
2017-02-21 0:00,600000,house,4
2017-02-21 0:00,669000,house,4
2017-02-22 0:00,455000,house,3
2017-02-22 0:00,505000,house,4
2017-02-22 0:00,535000,house,4
2017-02-22 0:00,565000,house,5
2017-02-23 0:00,375000,house,3
2017-02-23 0:00,530000,house,4
2017-02-23 0:00,550000,house,4
2017-02-24 0:00,443000,house,3
2017-02-24 0:00,482000,house,3
2017-02-24 0:00,485000,house,3
2017-02-25 0:00,367000,house,3
2017-02-25 0:00,425000,house,3
2017-02-25 0:00,450125,house,3
2017-02-25 0:00,479950,house,4
2017-02-25 0:00,514000,house,3
2017-02-25 0:00,586000,house,4
2017-02-25 0:00,720000,house,3
2017-02-25 0:00,789000,house,4
2017-02-26 0:00,405000,house,3
2017-02-26 0:00,457300,house,4
2017-02-26 0:00,530000,house,4
2017-02-26 0:00,715000,house,4
2017-02-26 0:00,860000,house,4
2017-02-27 0:00,419000,house,3
2017-02-27 0:00,440000,house,3
2017-02-27 0:00,519000,house,3
2017-02-27 0:00,540000,house,4
2017-02-27 0:00,555000,house,4
2017-02-27 0:00,555500,house,4
2017-02-27 0:00,670000,house,4
2017-02-27 0:00,755000,house,4
2017-02-28 0:00,405000,house,3
2017-02-28 0:00,470000,house,4
2017-02-28 0:00,497500,house,3
2017-02-28 0:00,507000,house,3
2017-02-28 0:00,769900,house,4
2017-02-28 0:00,785000,house,4
2017-02-28 0:00,1501000,house,4
2017-03-01 0:00,415000,house,3
2017-03-01 0:00,460000,house,4
2017-03-01 0:00,503000,house,4
2017-03-01 0:00,510000,house,4
2017-03-01 0:00,520000,house,3
2017-03-01 0:00,645000,house,4
2017-03-02 0:00,532000,house,3
2017-03-02 0:00,570000,house,3
2017-03-03 0:00,472000,house,3
2017-03-04 0:00,520000,house,3
2017-03-04 0:00,580000,house,3
2017-03-04 0:00,837500,house,4
2017-03-05 0:00,395000,house,3
2017-03-05 0:00,410000,house,3
2017-03-05 0:00,522000,house,3
2017-03-05 0:00,590000,house,4
2017-03-05 0:00,645000,house,4
2017-03-05 0:00,675000,house,4
2017-03-05 0:00,800000,house,5
2017-03-05 0:00,1160000,house,5
2017-03-06 0:00,428000,house,3
2017-03-06 0:00,525000,house,3
2017-03-06 0:00,579000,house,4
2017-03-06 0:00,627500,house,4
2017-03-06 0:00,635000,house,4
2017-03-06 0:00,640000,house,5
2017-03-06 0:00,672000,house,3
2017-03-06 0:00,695000,house,5
2017-03-06 0:00,1071000,house,3
2017-03-07 0:00,500555,house,4
2017-03-07 0:00,677500,house,4
2017-03-08 0:00,411300,house,3
2017-03-08 0:00,570000,house,4
2017-03-08 0:00,615000,house,4
2017-03-08 0:00,627000,house,3
2017-03-08 0:00,630000,house,4
2017-03-09 0:00,481000,house,3
2017-03-09 0:00,745000,house,4
2017-03-12 0:00,395000,house,3
2017-03-12 0:00,405000,house,3
2017-03-12 0:00,412000,house,3
2017-03-12 0:00,430000,house,3
2017-03-12 0:00,445000,house,3
2017-03-12 0:00,517500,house,4
2017-03-12 0:00,625000,house,4
2017-03-12 0:00,652000,house,3
2017-03-12 0:00,690000,house,4
2017-03-12 0:00,920000,house,5
2017-03-13 0:00,405000,house,3
2017-03-13 0:00,420000,house,3
2017-03-13 0:00,436000,house,3
2017-03-13 0:00,449000,house,3
2017-03-13 0:00,470000,house,3
2017-03-13 0:00,535000,house,3
2017-03-13 0:00,570000,house,4
2017-03-13 0:00,599000,house,3
2017-03-13 0:00,849000,house,3
2017-03-14 0:00,373000,house,3
2017-03-14 0:00,427000,house,3
2017-03-14 0:00,485000,house,4
2017-03-14 0:00,587500,house,4
2017-03-14 0:00,640000,house,4
2017-03-15 0:00,420000,house,3
2017-03-15 0:00,431500,house,3
2017-03-15 0:00,470000,house,4
2017-03-15 0:00,479000,house,4
2017-03-15 0:00,480000,house,4
2017-03-15 0:00,515000,house,5
2017-03-15 0:00,630000,house,5
2017-03-15 0:00,718000,house,5
2017-03-15 0:00,770000,house,3
2017-03-16 0:00,392500,house,3
2017-03-16 0:00,512500,house,4
2017-03-16 0:00,560000,house,3
2017-03-16 0:00,575000,house,5
2017-03-18 0:00,420000,house,3
2017-03-18 0:00,470000,house,4
2017-03-18 0:00,518000,house,4
2017-03-18 0:00,525000,house,4
2017-03-18 0:00,550000,house,4
2017-03-18 0:00,758000,house,3
2017-03-18 0:00,850000,house,4
2017-03-19 0:00,385500,house,3
2017-03-19 0:00,586500,house,3
2017-03-19 0:00,612000,house,3
2017-03-19 0:00,653000,house,3
2017-03-19 0:00,890000,house,4
2017-03-19 0:00,1256000,house,4
2017-03-20 0:00,471000,house,3
2017-03-20 0:00,502000,house,3
2017-03-20 0:00,510000,house,3
2017-03-20 0:00,550000,house,3
2017-03-20 0:00,935000,house,4
2017-03-21 0:00,540000,house,3
2017-03-21 0:00,626000,house,3
2017-03-21 0:00,660000,house,5
2017-03-21 0:00,980000,house,4
2017-03-21 0:00,1450000,house,5
2017-03-22 0:00,460000,house,3
2017-03-22 0:00,481500,house,3
2017-03-22 0:00,569000,house,4
2017-03-22 0:00,575000,house,1
2017-03-22 0:00,620000,house,4
2017-03-22 0:00,1330000,house,4
2017-03-23 0:00,488500,house,3
2017-03-24 0:00,782500,house,3
2017-03-25 0:00,353000,house,3
2017-03-25 0:00,360000,house,3
2017-03-25 0:00,470500,house,3
2017-03-25 0:00,500000,house,3
2017-03-25 0:00,530000,house,4
2017-03-25 0:00,610000,house,4
2017-03-25 0:00,625000,house,4
2017-03-25 0:00,753000,house,3
2017-03-25 0:00,850000,house,4
2017-03-25 0:00,1275000,house,5
2017-03-26 0:00,475000,house,4
2017-03-26 0:00,560000,house,4
2017-03-26 0:00,575000,house,4
2017-03-26 0:00,710000,house,4
2017-03-26 0:00,910000,house,5
2017-03-27 0:00,380000,house,3
2017-03-27 0:00,530000,house,4
2017-03-27 0:00,595000,house,4
2017-03-27 0:00,715000,house,3
2017-03-28 0:00,390000,house,3
2017-03-28 0:00,437000,house,3
2017-03-28 0:00,517000,house,4
2017-03-28 0:00,550000,house,3
2017-03-28 0:00,572500,house,3
2017-03-28 0:00,574000,house,3
2017-03-28 0:00,585000,house,4
2017-03-28 0:00,615000,house,3
2017-03-28 0:00,779500,house,5
2017-03-28 0:00,1275000,house,5
2017-03-29 0:00,443000,house,3
2017-04-02 0:00,385000,house,2
2017-04-02 0:00,453700,house,3
2017-04-02 0:00,460000,house,3
2017-04-02 0:00,501250,house,2
2017-04-02 0:00,710000,house,4
2017-04-03 0:00,420000,house,3
2017-04-03 0:00,475000,house,3
2017-04-03 0:00,491000,house,3
2017-04-03 0:00,529000,house,3
2017-04-03 0:00,569000,house,4
2017-04-03 0:00,606000,house,4
2017-04-03 0:00,654000,house,4
2017-04-03 0:00,735000,house,4
2017-04-04 0:00,548500,house,4
2017-04-04 0:00,590000,house,4
2017-04-04 0:00,660000,house,4
2017-04-05 0:00,369000,house,2
2017-04-05 0:00,415000,house,3
2017-04-05 0:00,425000,house,3
2017-04-05 0:00,463000,house,3
2017-04-05 0:00,487500,house,3
2017-04-05 0:00,524000,house,3
2017-04-05 0:00,550000,house,4
2017-04-05 0:00,620000,house,3
2017-04-05 0:00,685000,house,5
2017-04-05 0:00,1100000,house,3
2017-04-08 0:00,427000,house,3
2017-04-08 0:00,567500,house,4
2017-04-08 0:00,659950,house,4
2017-04-08 0:00,730000,house,5
2017-04-08 0:00,797500,house,5
2017-04-08 0:00,941000,house,3
2017-04-09 0:00,420000,house,3
2017-04-09 0:00,449000,house,3
2017-04-09 0:00,477000,house,3
2017-04-09 0:00,571000,house,4
2017-04-09 0:00,763500,house,3
2017-04-10 0:00,415000,house,3
2017-04-10 0:00,425000,house,3
2017-04-10 0:00,459000,house,4
2017-04-10 0:00,477500,house,3
2017-04-10 0:00,485000,house,3
2017-04-10 0:00,502500,house,3
2017-04-10 0:00,540000,house,4
2017-04-10 0:00,580000,house,4
2017-04-10 0:00,590000,house,4
2017-04-10 0:00,690000,house,4
2017-04-10 0:00,835000,house,3
2017-04-10 0:00,1880000,house,5
2017-04-11 0:00,415000,house,3
2017-04-11 0:00,457500,house,3
2017-04-11 0:00,500000,house,4
2017-04-11 0:00,571000,house,3
2017-04-12 0:00,391500,house,3
2017-04-12 0:00,412000,house,3
2017-04-12 0:00,526000,house,4
2017-04-12 0:00,601000,house,4
2017-04-12 0:00,715000,house,4
2017-04-12 0:00,739000,house,4
2017-04-13 0:00,367000,house,3
2017-04-13 0:00,420000,house,3
2017-04-13 0:00,595000,house,4
2017-04-13 0:00,616000,house,4
2017-04-13 0:00,645500,house,4
2017-04-13 0:00,650000,house,5
2017-04-14 0:00,770000,house,4
2017-04-14 0:00,865000,house,4
2017-04-15 0:00,355000,house,3
2017-04-15 0:00,410000,house,3
2017-04-15 0:00,450000,house,3
2017-04-15 0:00,455000,house,3
2017-04-15 0:00,475000,house,4
2017-04-15 0:00,559500,house,5
2017-04-15 0:00,665000,house,4
2017-04-16 0:00,392000,house,3
2017-04-16 0:00,430000,house,3
2017-04-16 0:00,485000,house,4
2017-04-16 0:00,510000,house,4
2017-04-16 0:00,515000,house,3
2017-04-17 0:00,435000,house,3
2017-04-17 0:00,475000,house,3
2017-04-17 0:00,477500,house,4
2017-04-17 0:00,531000,house,3
2017-04-17 0:00,570000,house,4
2017-04-17 0:00,1260000,house,4
2017-04-18 0:00,285000,house,2
2017-04-18 0:00,365000,house,2
2017-04-18 0:00,453000,house,3
2017-04-18 0:00,515000,house,4
2017-04-18 0:00,690000,house,4
2017-04-18 0:00,698000,house,4
2017-04-18 0:00,770000,house,3
2017-04-19 0:00,408000,house,3
2017-04-19 0:00,432500,house,3
2017-04-19 0:00,581000,house,4
2017-04-19 0:00,602000,house,4
2017-04-19 0:00,705000,house,4
2017-04-19 0:00,760000,house,4
2017-04-19 0:00,762500,house,3
2017-04-20 0:00,602000,house,3
2017-04-20 0:00,847000,house,3
2017-04-22 0:00,425000,house,3
2017-04-22 0:00,535000,house,4
2017-04-22 0:00,640000,house,4
2017-04-22 0:00,920000,house,4
2017-04-23 0:00,370000,house,4
2017-04-23 0:00,400000,house,3
2017-04-23 0:00,440500,house,3
2017-04-23 0:00,535000,house,3
2017-04-23 0:00,570000,house,4
2017-04-24 0:00,391915,house,3
2017-04-24 0:00,410000,house,3
2017-04-24 0:00,445000,house,3
2017-04-24 0:00,512000,house,3
2017-04-24 0:00,625000,house,5
2017-04-24 0:00,722000,house,4
2017-04-24 0:00,795000,house,2
2017-04-26 0:00,470000,house,3
2017-04-26 0:00,520000,house,3
2017-04-26 0:00,539823,house,4
2017-04-26 0:00,555000,house,4
2017-04-26 0:00,610000,house,4
2017-04-26 0:00,681000,house,3
2017-04-26 0:00,695000,house,4
2017-04-26 0:00,885000,house,5
2017-04-27 0:00,555000,house,3
2017-04-27 0:00,590000,house,4
2017-04-27 0:00,745000,house,4
2017-04-29 0:00,418000,house,3
2017-04-29 0:00,429000,house,3
2017-04-29 0:00,475000,house,3
2017-04-29 0:00,490000,house,3
2017-04-29 0:00,595000,house,4
2017-04-29 0:00,630000,house,4
2017-04-29 0:00,780000,house,3
2017-04-30 0:00,409000,house,3
2017-04-30 0:00,520000,house,4
2017-05-01 0:00,387000,house,3
2017-05-01 0:00,445000,house,3
2017-05-01 0:00,510000,house,3
2017-05-01 0:00,708000,house,3
2017-05-02 0:00,416500,house,3
2017-05-02 0:00,422500,house,3
2017-05-02 0:00,451000,house,3
2017-05-02 0:00,470000,house,3
2017-05-02 0:00,570000,house,4
2017-05-02 0:00,595000,house,3
2017-05-02 0:00,610000,house,3
2017-05-02 0:00,860000,house,3
2017-05-03 0:00,410000,house,3
2017-05-03 0:00,425000,house,3
2017-05-03 0:00,501000,house,3
2017-05-03 0:00,507500,house,4
2017-05-03 0:00,629000,house,4
2017-05-04 0:00,465000,house,3
2017-05-04 0:00,582000,house,4
2017-05-04 0:00,656000,house,5
2017-05-04 0:00,730000,house,4
2017-05-04 0:00,790000,house,3
2017-05-04 0:00,850000,house,3
2017-05-06 0:00,338000,house,4
2017-05-06 0:00,378000,house,3
2017-05-06 0:00,420000,house,3
2017-05-06 0:00,430000,house,3
2017-05-06 0:00,578000,house,4
2017-05-06 0:00,580000,house,3
2017-05-06 0:00,590000,house,4
2017-05-06 0:00,655000,house,4
2017-05-06 0:00,720000,house,3
2017-05-06 0:00,735000,house,4
2017-05-06 0:00,1090000,house,4
2017-05-06 0:00,1152000,house,5
2017-05-07 0:00,277500,house,2
2017-05-07 0:00,445000,house,5
2017-05-07 0:00,455000,house,3
2017-05-07 0:00,475000,house,3
2017-05-07 0:00,490000,house,3
2017-05-07 0:00,539000,house,3
2017-05-07 0:00,725000,house,0
2017-05-08 0:00,379950,house,3
2017-05-08 0:00,397000,house,3
2017-05-08 0:00,445000,house,4
2017-05-08 0:00,562000,house,4
2017-05-08 0:00,600000,house,4
2017-05-08 0:00,647000,house,4
2017-05-09 0:00,440000,house,3
2017-05-09 0:00,552500,house,4
2017-05-09 0:00,670000,house,2
2017-05-09 0:00,795000,house,4
2017-05-10 0:00,631500,house,4
2017-05-10 0:00,695000,house,4
2017-05-11 0:00,575000,house,5
2017-05-11 0:00,700000,house,4
2017-05-13 0:00,435500,house,3
2017-05-13 0:00,440000,house,3
2017-05-13 0:00,500000,house,3
2017-05-13 0:00,500000,house,4
2017-05-13 0:00,565000,house,3
2017-05-13 0:00,584000,house,3
2017-05-13 0:00,685000,house,3
2017-05-13 0:00,720000,house,5
2017-05-13 0:00,760000,house,5
2017-05-13 0:00,762000,house,5
2017-05-14 0:00,625000,house,4
2017-05-14 0:00,700015,house,4
2017-05-14 0:00,762000,house,5
2017-05-14 0:00,902000,house,3
2017-05-15 0:00,380000,house,3
2017-05-15 0:00,442500,house,3
2017-05-15 0:00,507000,house,4
2017-05-15 0:00,521200,house,3
2017-05-15 0:00,640000,house,4
2017-05-15 0:00,652500,house,4
2017-05-15 0:00,774500,house,4
2017-05-16 0:00,385000,house,3
2017-05-16 0:00,397000,house,3
2017-05-16 0:00,460000,house,3
2017-05-16 0:00,600000,house,3
2017-05-17 0:00,428000,house,3
2017-05-17 0:00,468000,house,3
2017-05-17 0:00,615000,house,4
2017-05-17 0:00,625000,house,4
2017-05-17 0:00,645000,house,4
2017-05-18 0:00,429000,house,3
2017-05-18 0:00,537500,house,3
2017-05-18 0:00,625000,house,4
2017-05-18 0:00,630000,house,4
2017-05-20 0:00,350000,house,2
2017-05-20 0:00,470000,house,3
2017-05-20 0:00,480000,house,4
2017-05-20 0:00,555000,house,4
2017-05-20 0:00,602500,house,4
2017-05-20 0:00,1240000,house,4
2017-05-21 0:00,445000,house,2
2017-05-21 0:00,495000,house,3
2017-05-21 0:00,520000,house,3
2017-05-21 0:00,535000,house,4
2017-05-22 0:00,500000,house,3
2017-05-22 0:00,530000,house,3
2017-05-22 0:00,611600,house,4
2017-05-23 0:00,545000,house,3
